id,real_age,user_setage,gender,playcard_level,playcard_point,playcard_coupon_num,is_push_open,utm_channel,signup_day,app_version,manufacturer,model,label
9100,22,,2,47,0,10,1,,220,29,100,365,0
9101,23,,2,53,400,50,0,43,145,73,100,727,0
9102,24,0,1,53,700,0,1,43,608,26,90,702,0
9103,25,0,2,56,500,60,1,43,608,68,216,198,0
9104,28,,1,61,900,150,1,14,303,68,62,1597,0
9105,25,0,2,81,300,10,1,,664,68,216,1934,0
9106,20,0,2,33,400,0,1,,668,9,90,2092,0
9107,29,0,2,97,400,10,0,43,162,106,90,592,0
9108,26,0,2,45,300,0,1,43,486,23,216,744,0
9109,25,,2,66,300,160,0,,420,106,90,2135,0
9110,66,0,2,62,600,0,1,,244,68,216,1787,1
9111,31,0,2,54,300,0,0,,496,39,216,1985,0
9112,32,0,2,41,100,0,1,43,461,74,216,145,0
9113,27,0,2,57,0,0,1,7,676,106,90,2279,0
9114,30,0,1,28,600,10,1,7,587,23,62,1541,0
9115,61,1,1,14,800,0,1,,585,29,216,1348,1
9116,21,0,2,76,700,0,1,,620,68,216,212,0
9117,,,2,,,,1,,642,68,100,1509,0
9118,43,0,2,66,900,0,1,,768,68,100,1395,0
9119,54,0,2,65,800,0,1,7,563,73,100,1838,0
9120,19,1,1,29,900,10,1,,218,78,110,1827,0
9121,29,0,2,79,700,300,1,43,606,106,90,592,0
9122,20,0,2,64,100,30,1,,1961,71,216,260,0
9123,31,,1,37,0,0,1,,48,68,100,1974,0
9124,21,,1,14,500,60,1,,46,30,90,782,0
9125,44,1,2,21,600,10,1,7,237,73,100,1896,0
9126,20,0,2,65,200,0,1,,717,106,90,2135,0
9127,21,,2,39,800,10,1,,269,88,90,327,0
9128,55,1,2,55,600,0,1,7,625,23,62,2269,0
9129,25,0,1,68,300,0,1,,606,106,90,782,0
9130,31,0,2,63,400,0,1,43,716,68,216,1973,0
9131,33,0,1,83,0,60,1,43,625,68,216,2150,0
9132,27,0,2,71,700,10,1,43,464,68,216,1704,1
9133,31,0,2,66,300,160,1,43,584,68,216,1973,0
9134,21,,1,55,800,0,1,43,89,68,216,1242,0
9135,31,0,2,70,500,380,1,,639,29,62,815,0
9136,45,0,1,82,900,0,1,43,861,68,110,786,0
9137,20,,1,62,900,0,1,,82,68,216,584,0
9138,39,1,2,36,500,10,0,7,412,29,100,1644,0
9139,35,0,1,30,200,120,1,,54,66,62,1478,0
9140,57,1,2,11,0,230,1,43,579,68,216,2150,0
9141,33,0,2,30,300,0,1,,542,21,216,481,0
9142,23,0,2,67,500,0,1,7,725,68,216,1760,0
9143,19,,2,67,0,0,1,,394,68,216,616,0
9144,25,0,1,71,0,30,1,,1525,73,100,1801,0
9145,19,0,2,80,0,10,0,43,226,106,90,2135,0
9146,62,1,1,69,500,0,1,20,39,68,216,1831,0
9147,,,2,,,,0,,676,74,100,769,0
9148,39,0,2,54,900,0,1,7,575,68,110,2211,0
9149,28,0,1,72,300,0,1,,504,68,100,1509,0
9150,19,0,1,20,200,0,1,,258,106,90,83,0
9151,27,,1,42,900,0,1,43,56,68,216,1242,0
9152,25,0,2,49,600,140,0,43,663,73,100,402,0
9153,24,,1,32,200,0,1,,125,68,216,1289,0
9154,26,0,1,72,600,10,0,7,663,68,100,1481,0
9155,22,,1,6,200,20,1,,63,29,39,425,0
9156,20,0,1,65,700,0,1,7,765,68,216,1462,0
9157,22,,2,79,0,0,1,,579,68,62,2272,0
9158,,,2,,,,0,,655,106,90,782,0
9159,26,0,1,62,700,30,1,43,682,73,216,944,0
9160,24,,1,70,200,0,1,,105,106,90,327,0
9161,26,1,2,29,400,100,1,43,304,64,216,1292,0
9162,26,0,2,14,0,0,1,7,690,29,100,30,1
9163,79,0,2,43,500,10,1,,620,73,62,2084,0
9164,18,,2,63,0,0,0,7,591,73,100,927,0
9165,22,0,1,21,800,10,1,43,206,74,100,2016,0
9166,26,,1,57,800,0,1,43,146,73,216,659,0
9167,26,0,1,14,500,0,1,,584,30,90,1402,0
9168,51,0,1,70,600,420,0,,98,106,90,782,0
9169,24,1,2,67,100,80,1,43,204,68,110,1361,0
9170,28,,1,4,200,0,0,,138,68,100,1481,0
9171,21,0,1,74,200,10,1,,1188,106,90,298,0
9172,39,,2,52,200,0,1,,58,73,62,2036,0
9173,24,0,1,40,500,0,1,7,654,68,216,575,0
9174,26,0,1,64,200,0,1,,632,68,100,233,0
9175,30,0,2,72,400,0,1,,332,68,216,198,0
9176,45,,1,60,300,10,1,43,140,106,90,237,0
9177,28,0,1,13,300,20,1,43,280,65,110,1342,0
9178,24,0,1,66,900,160,1,,676,68,110,1089,0
9179,24,0,2,34,900,10,0,43,715,106,90,2092,0
9180,34,,2,66,500,270,1,,57,106,90,327,0
9181,19,0,2,67,400,0,1,7,628,9,90,1277,0
9182,19,,1,26,900,200,1,14,142,74,62,830,
9183,29,0,1,72,100,0,1,,842,106,90,83,0
9184,,,1,,,,1,,635,106,90,327,0
9185,23,0,2,89,900,10,0,43,174,26,90,237,0
9186,26,0,2,71,900,10,0,,697,106,90,782,0
9187,36,0,2,55,900,60,1,,221,106,90,1077,0
9188,33,0,1,59,100,40,1,7,50,68,216,198,0
9189,27,,1,66,900,80,1,7,137,68,100,1508,0
9190,28,0,2,71,800,10,1,36,214,68,110,1361,0
9191,28,,1,65,700,10,1,,366,106,90,83,0
9192,27,0,1,71,600,0,1,,643,68,102,2001,0
9193,30,0,1,59,800,240,1,43,203,85,233,704,0
9194,27,0,1,97,300,980,1,,611,68,216,263,0
9195,29,0,1,74,500,50,1,,563,68,216,1704,0
9196,25,0,2,7,200,10,0,43,268,30,90,1610,0
9197,20,,1,66,200,0,1,12,184,9,90,2135,0
9198,27,,1,17,900,0,1,,24,66,62,1039,0
9199,30,0,1,72,800,0,1,43,602,68,62,1398,0
9200,27,0,1,40,600,0,0,,556,29,100,1880,0
9201,31,0,1,71,900,90,1,43,586,106,90,772,0
9202,,,1,,,,1,,707,106,90,2279,0
9203,25,0,2,80,300,150,1,,669,106,90,592,0
9204,31,,1,52,100,10,1,,169,106,90,1610,0
9205,,,0,,,,1,,792,23,100,1813,0
9206,26,0,2,59,500,350,1,7,605,73,216,1704,0
9207,26,1,2,22,300,230,1,,187,29,216,2,0
9208,29,,2,32,800,20,1,,79,106,90,1189,0
9209,28,0,1,48,500,20,0,43,709,106,90,2135,0
9210,27,0,1,40,200,0,1,7,625,29,62,1011,0
9211,22,0,1,27,0,50,1,,615,26,90,1892,0
9212,25,0,1,25,500,0,1,,1831,26,90,782,0
9213,25,0,2,4,800,0,0,,375,29,100,872,0
9214,30,0,2,71,500,0,1,7,602,59,216,202,0
9215,24,,1,69,300,40,1,,341,68,216,962,0
9216,25,,1,66,500,0,1,,429,106,90,1610,0
9217,21,,2,30,100,30,1,,1673,106,90,782,0
9218,24,,2,42,900,10,1,,43,23,216,1985,0
9219,36,0,1,66,200,170,0,,346,106,90,782,0
9220,24,0,2,32,200,0,1,,707,64,216,1068,0
9221,25,0,1,78,800,460,1,43,679,68,110,1723,0
9222,32,0,1,16,500,60,0,7,317,106,90,1444,1
9223,19,0,1,7,500,10,1,,332,29,62,527,0
9224,29,0,1,71,900,3300,1,43,607,68,110,121,0
9225,33,0,2,70,300,10,0,,470,106,90,782,0
9226,63,,1,18,200,50,1,,577,73,216,85,0
9227,29,0,1,58,200,10,1,43,818,26,90,327,0
9228,39,,1,39,900,0,1,,105,73,62,1039,0
9229,30,0,2,67,100,0,1,43,711,78,62,95,0
9230,27,0,1,57,200,0,1,7,611,73,216,962,0
9231,21,0,1,75,600,0,1,,1029,68,100,1896,0
9232,26,0,2,68,400,10,1,43,659,68,62,95,0
9233,,,1,,,,,,689,29,110,2077,0
9234,19,0,2,78,500,0,1,43,205,106,90,782,0
9235,22,,2,57,700,0,1,,134,68,216,962,0
9236,22,,1,10,700,0,1,,610,29,216,198,0
9237,30,,2,26,300,30,1,,126,64,100,289,0
9238,42,,2,66,100,0,1,7,119,106,90,1470,0
9239,25,0,1,80,300,0,1,43,409,68,216,263,0
9240,25,0,1,16,200,10,1,43,203,106,90,83,0
9241,23,,1,12,500,0,0,,1523,29,100,1126,0
9242,28,0,2,48,900,20,1,43,255,58,90,1782,0
9243,20,0,1,53,400,0,1,7,587,23,110,1089,0
9244,21,0,2,49,100,10,1,,446,68,35,2224,0
9245,25,0,1,40,600,110,1,43,616,26,90,2135,0
9246,30,,2,23,800,20,1,,136,23,62,2036,1
9247,21,0,1,71,200,0,1,,714,68,216,1804,0
9248,64,0,1,30,300,10,1,,813,66,62,2036,1
9249,23,0,1,28,600,760,1,43,777,106,90,237,0
9250,32,0,2,17,500,0,0,,473,106,90,1189,0
9251,32,,2,52,300,0,1,,598,73,62,316,1
9252,18,1,1,31,200,10,0,7,361,66,100,622,0
9253,18,0,2,36,700,0,1,,633,68,100,233,0
9254,21,,1,29,400,10,0,,76,29,110,68,0
9255,44,0,2,67,400,0,1,13,64,68,216,2150,0
9256,67,,1,48,200,0,1,,373,68,100,289,1
9257,27,0,1,32,600,10,0,7,669,68,100,834,0
9258,18,,2,80,800,0,1,,76,68,100,1974,0
9259,24,,2,64,100,0,0,,277,106,90,2135,0
9260,46,,2,7,700,0,0,,39,58,90,327,0
9261,59,1,1,70,400,10,1,,631,29,62,791,1
9262,35,0,2,53,800,630,1,,310,73,216,198,0
9263,28,0,1,17,300,10,1,43,600,30,90,83,0
9264,28,,1,80,200,0,0,7,86,68,40,1168,0
9265,36,0,2,51,200,330,1,,596,68,216,1804,0
9266,20,,2,26,900,80,1,7,442,106,90,1610,0
9267,29,0,2,42,400,0,0,,780,68,62,1039,0
9268,23,0,1,30,400,10,0,,1056,68,216,1211,0
9269,23,,2,75,800,0,1,,602,73,100,927,0
9270,,,1,,,,1,,1578,68,100,2016,0
9271,18,0,2,62,800,40,1,7,598,106,90,782,0
9272,62,0,2,71,200,0,1,7,651,68,100,216,0
9273,29,0,1,48,800,10,1,7,426,68,62,247,0
9274,19,0,1,13,300,10,1,7,178,29,216,959,0
9275,27,,2,39,0,20,1,,622,68,62,2278,0
9276,23,0,1,30,600,10,1,,603,68,100,622,0
9277,,,1,,,,1,,602,68,62,1205,0
9278,28,0,1,73,500,380,1,43,206,106,90,782,0
9279,28,0,2,53,800,520,1,,277,68,216,932,0
9280,30,0,1,11,0,0,1,,555,29,138,1065,0
9281,40,0,2,71,200,10,1,7,498,73,100,256,0
9282,25,0,1,37,900,10,1,,572,93,216,932,0
9283,33,0,1,78,100,10,0,7,539,68,62,683,0
9284,28,0,2,100,700,50,0,43,677,68,100,1801,0
9285,20,,1,71,100,20,1,7,59,68,216,2041,0
9286,24,0,2,62,600,10,1,,2385,106,90,2279,0
9287,26,0,1,45,0,0,1,43,726,68,216,2150,0
9288,27,0,1,53,400,40,0,43,505,9,90,782,0
9289,23,,2,63,500,0,1,,174,106,90,782,0
9290,19,0,1,9,900,30,0,43,688,29,62,2212,0
9291,29,1,1,42,800,0,0,,370,9,90,782,0
9292,22,0,1,68,600,10,1,,464,68,62,1205,0
9293,22,0,2,69,300,0,1,7,559,68,216,1151,0
9294,33,,1,51,200,0,1,,362,66,100,780,0
9295,19,0,2,67,0,0,0,43,251,106,90,782,0
9296,46,,1,17,500,0,0,,211,68,216,1245,0
9297,24,0,2,76,300,50,1,43,484,68,100,2181,0
9298,30,0,2,49,500,100,1,43,42,68,216,475,0
9299,19,0,1,38,600,80,0,,661,26,90,1610,0
9300,42,,1,51,0,0,1,,36,68,62,2269,1
9301,25,0,2,18,900,0,0,7,661,23,100,769,0
9302,24,1,1,71,500,10,1,,643,68,100,1126,0
9303,27,,1,46,500,50,1,,1631,73,216,436,0
9304,30,0,2,8,400,0,0,43,567,59,216,1787,0
9305,21,0,2,99,500,0,1,7,768,68,62,599,0
9306,35,1,1,7,900,0,0,,385,26,90,1201,0
9307,19,,1,11,600,40,1,7,407,60,62,1811,0
9308,21,,2,31,900,0,1,7,454,39,62,1541,0
9309,29,0,1,18,400,0,1,7,583,73,62,1039,0
9310,30,0,2,14,200,0,0,,1535,29,100,706,0
9311,47,0,2,81,100,0,1,43,552,68,100,2017,0
9312,29,0,1,68,300,320,1,43,1753,68,62,1398,0
9313,19,0,2,68,600,0,0,12,599,68,40,671,0
9314,43,1,2,14,100,0,1,,1815,29,62,335,0
9315,47,0,1,38,100,0,1,,319,68,216,1876,0
9316,31,0,1,89,200,50,1,43,569,106,90,1782,0
9317,29,0,1,78,0,60,1,43,697,68,216,350,0
9318,34,,2,44,200,10,1,,53,106,90,327,0
9319,19,0,2,71,600,420,1,,273,68,216,1436,0
9320,30,0,2,71,900,0,0,,720,68,62,791,0
9321,27,0,1,62,500,10,1,,560,68,110,1058,0
9322,66,,2,23,400,0,0,,18,68,100,1761,1
9323,56,,1,13,0,60,1,3,10,29,100,1683,1
9324,28,0,2,34,800,0,1,,373,23,219,2134,0
9325,24,0,1,70,100,40,1,7,198,106,90,1892,0
9326,19,,1,29,700,0,1,7,105,26,90,327,0
9327,43,,2,20,900,10,0,,163,66,100,1114,1
9328,38,1,2,12,100,0,1,12,532,29,216,1750,0
9329,38,0,1,15,200,0,1,7,295,29,62,2069,0
9330,24,0,2,69,600,0,1,40,471,68,216,198,0
9331,30,,1,63,500,40,1,,304,68,62,791,0
9332,21,0,1,44,700,60,1,12,592,73,62,441,0
9333,20,1,1,60,500,0,1,,289,106,90,782,0
9334,,,2,,,,1,,1604,68,216,1462,0
9335,30,,2,71,200,130,1,,343,68,219,619,1
9336,21,,1,76,600,0,1,43,792,68,62,2069,0
9337,27,0,2,66,700,10,0,43,827,106,90,1892,0
9338,23,0,2,82,100,0,1,43,702,106,90,782,0
9339,20,0,1,70,300,10,1,43,216,106,90,782,0
9340,19,0,2,66,900,10,0,7,393,68,100,2016,0
9341,31,0,1,73,700,30,1,43,705,106,90,83,0
9342,25,0,1,80,900,10,1,43,377,68,219,2134,1
9343,43,1,2,146,900,10,1,,433,68,216,618,1
9344,,,2,,,,1,,589,106,90,2092,0
9345,35,0,1,77,300,50,1,12,241,68,100,1896,1
9346,23,0,1,67,200,0,1,,690,68,100,216,0
9347,21,0,2,9,0,0,1,,659,30,90,327,0
9348,46,1,2,42,0,0,0,43,446,106,90,83,0
9349,20,0,2,21,0,300,1,,251,64,110,1342,0
9350,28,0,2,68,800,70,0,43,756,68,100,1403,0
9351,24,0,2,81,400,40,1,,298,9,90,782,0
9352,24,0,1,70,800,10,1,,695,68,216,1704,0
9353,28,0,2,21,0,270,0,,595,26,90,327,0
9354,30,0,2,72,100,20,0,,771,106,90,327,0
9355,30,,1,67,0,10,1,7,318,68,62,1371,0
9356,28,0,2,76,700,30,1,,232,106,90,782,0
9357,18,,1,81,0,10,1,,127,74,216,726,0
9358,29,0,1,20,700,50,1,43,481,26,90,67,0
9359,28,0,1,17,400,0,1,,817,26,216,1191,0
9360,25,0,1,64,900,10,1,,532,73,62,1460,0
9361,44,0,2,64,700,0,1,7,477,68,62,2272,0
9362,29,,1,20,400,220,1,43,95,73,219,1281,0
9363,31,0,1,34,200,20,1,43,553,26,90,1610,0
9364,28,0,2,76,500,50,1,,1728,68,216,198,0
9365,23,0,2,45,400,0,0,43,482,106,90,2279,0
9366,18,0,1,61,400,0,1,,514,68,62,2036,0
9367,18,0,1,66,900,20,1,43,686,9,90,1610,0
9368,28,0,2,74,100,10,1,,311,68,100,1801,0
9369,23,0,2,67,200,10,0,,1652,26,90,772,0
9370,45,1,2,41,500,0,0,,230,23,62,2195,
9371,25,0,2,72,500,0,1,,757,68,216,1973,0
9372,22,,2,64,100,130,1,,1295,68,216,1804,0
9373,18,0,2,61,700,0,1,7,580,68,62,666,0
9374,24,,1,8,400,0,1,,298,29,62,1238,0
9375,45,,2,33,900,40,0,,267,9,90,592,0
9376,22,1,1,62,600,0,1,43,322,68,100,2121,0
9377,38,1,2,35,500,10,1,,412,68,216,744,0
9378,,,1,,,,1,,724,68,62,1398,0
9379,24,0,1,27,400,50,0,7,657,9,90,83,0
9380,18,,2,5,200,0,1,7,327,88,90,2279,1
9381,29,0,2,79,200,0,1,,447,73,110,917,0
9382,29,0,1,58,0,0,1,,802,73,216,263,0
9383,23,0,1,69,400,0,0,,1292,106,90,2279,0
9384,38,0,2,42,700,0,1,20,1444,64,216,1063,1
9385,23,0,1,17,800,0,1,,593,29,110,1255,0
9386,39,,1,8,700,30,1,,5,73,216,1292,
9387,,,2,,,,0,,1131,9,62,2272,0
9388,61,1,2,47,700,210,1,14,34,66,62,1371,1
9389,19,0,2,63,800,20,1,,1135,106,90,327,0
9390,30,,1,59,200,70,1,7,358,68,216,1292,0
9391,24,,1,24,200,0,1,,246,85,90,702,0
9392,47,,1,67,400,0,1,7,772,66,62,1967,0
9393,29,0,2,80,300,40,1,,346,9,90,782,0
9394,21,0,1,43,500,260,1,43,677,106,90,782,0
9395,39,1,2,72,0,0,1,43,149,68,216,507,0
9396,29,0,2,71,900,90,1,,277,106,90,1277,0
9397,21,0,1,71,200,0,0,7,551,68,100,323,0
9398,26,,2,43,900,0,1,,84,73,42,7,1
9399,27,0,2,72,100,10,0,43,460,106,90,1610,0
9400,23,0,2,58,400,0,1,7,518,68,62,335,0
9401,25,0,2,44,400,170,1,,377,58,90,1610,0
9402,39,0,1,60,100,30,1,43,641,78,62,491,0
9403,19,,2,32,400,60,0,7,152,106,90,2279,0
9404,26,0,1,39,400,0,1,43,493,106,90,83,0
9405,19,0,1,33,100,230,1,,233,73,216,959,0
9406,30,0,2,41,600,110,1,,597,73,216,932,0
9407,59,,1,13,500,170,1,,68,73,62,335,
9408,29,0,2,66,0,0,1,17,602,106,90,2279,0
9409,40,,2,34,0,0,1,,338,68,216,726,0
9410,31,0,1,83,0,30,1,20,123,68,216,1562,0
9411,19,,2,61,600,0,1,43,465,73,110,1286,0
9412,20,0,1,4,200,0,1,43,654,29,100,1126,0
9413,35,,2,37,0,10,1,43,509,66,62,2272,0
9414,23,,1,67,800,390,1,43,626,106,90,83,0
9415,35,1,2,29,300,0,1,,507,30,90,772,0
9416,,,2,,,,0,,637,68,100,2017,0
9417,28,,2,72,400,0,1,,347,68,216,968,0
9418,24,0,2,74,800,0,1,43,685,68,62,1039,0
9419,29,0,1,71,400,10,1,43,681,106,90,2092,0
9420,21,,1,45,300,0,1,20,79,106,90,1892,0
9421,38,0,2,42,200,10,1,7,568,73,216,2150,0
9422,41,0,2,14,0,0,1,7,50,29,62,936,0
9423,25,0,2,47,700,0,1,,591,73,110,1044,0
9424,,,2,,,,,,1974,9,90,237,0
9425,24,,1,63,600,0,1,,183,30,90,782,0
9426,18,0,2,61,600,10,1,7,175,68,100,1801,0
9427,20,0,2,56,800,10,1,43,894,64,62,731,0
9428,40,,1,73,900,0,1,,319,68,62,2269,0
9429,30,0,1,49,900,0,0,7,423,68,100,706,1
9430,29,0,1,14,500,40,1,43,606,68,216,1701,0
9431,41,,1,78,200,0,1,,234,68,62,938,0
9432,27,0,2,69,600,0,1,43,477,106,90,83,0
9433,30,0,2,56,0,0,1,43,584,73,216,659,0
9434,67,1,2,58,100,10,1,,809,68,216,1698,0
9435,60,,1,48,500,150,1,,36,106,90,2279,0
9436,30,0,1,72,100,0,1,3,179,23,81,1489,0
9437,20,0,1,72,200,60,1,43,687,106,90,1277,0
9438,25,0,1,49,900,20,0,43,629,26,90,83,0
9439,28,0,2,76,0,0,0,43,608,68,100,1403,0
9440,20,0,2,31,800,0,1,,870,73,100,845,0
9441,,,2,,,,0,,1589,68,62,86,0
9442,38,0,2,66,600,0,0,43,581,73,100,927,0
9443,22,,2,15,100,10,0,,298,23,100,1395,0
9444,24,0,1,51,700,0,1,,1400,73,216,263,0
9445,25,0,1,63,700,0,1,7,598,68,216,1112,0
9446,19,,2,45,0,20,1,,242,26,90,782,0
9447,54,,1,10,900,0,1,,408,68,216,1973,
9448,28,,2,60,400,10,1,,164,106,90,1610,0
9449,26,0,2,27,600,10,0,,487,30,90,782,0
9450,18,0,2,53,500,30,0,7,525,9,90,298,0
9451,25,0,2,39,100,480,1,7,561,68,216,711,0
9452,18,0,1,72,100,10,1,43,687,23,216,1289,0
9453,,,1,,,,1,,590,106,90,1610,0
9454,20,0,1,80,0,40,1,,875,68,62,136,0
9455,28,0,2,61,900,10,1,20,517,68,216,726,0
9456,42,,1,52,600,0,1,,45,68,62,687,0
9457,20,0,1,9,700,0,1,43,658,29,110,1180,0
9458,85,1,2,63,300,200,1,7,84,68,216,1829,0
9459,48,0,2,40,200,0,1,,550,106,90,1077,1
9460,21,0,2,69,100,90,1,,488,68,62,2126,0
9461,50,1,2,10,200,0,1,7,259,73,216,224,0
9462,61,1,2,31,400,0,0,,545,73,100,1683,1
9463,29,0,2,57,900,20,1,,532,68,216,145,0
9464,71,0,2,15,700,0,0,12,248,23,62,1845,0
9465,28,1,2,68,100,0,1,,641,106,90,1444,1
9466,26,0,1,96,800,0,1,43,605,26,90,1150,0
9467,22,,1,28,0,10,1,,329,68,62,1793,0
9468,24,0,2,25,700,20,1,43,618,106,90,83,0
9469,25,0,2,17,900,10,1,,357,88,90,91,0
9470,29,0,1,81,200,220,1,43,521,106,90,1610,0
9471,32,0,2,33,600,40,0,43,684,26,90,1444,0
9472,26,0,2,45,300,0,0,43,632,68,100,650,0
9473,25,0,2,69,700,0,1,,2101,106,90,782,0
9474,31,,1,75,500,10,1,50,151,99,90,91,0
9475,23,0,1,20,800,120,1,,341,58,90,2092,0
9476,20,0,1,63,100,0,1,,551,68,216,1158,0
9477,28,0,2,52,400,0,0,,583,106,90,83,0
9478,23,,2,18,700,0,1,36,63,23,110,1226,0
9479,42,0,1,17,600,10,1,,566,106,216,1389,0
9480,31,0,2,17,700,20,0,,217,9,90,1610,0
9481,27,,1,8,700,0,1,17,17,30,90,782,0
9482,20,,2,80,0,50,1,7,2287,68,62,254,0
9483,22,0,2,43,300,60,1,,630,9,90,1146,0
9484,23,,1,37,600,0,1,,124,78,216,2150,0
9485,20,0,2,74,400,10,1,,1638,68,62,254,0
9486,19,,0,80,600,0,1,,43,73,62,491,0
9487,25,,2,48,400,10,1,,88,106,90,1610,0
9488,34,0,1,77,600,40,0,,1367,106,90,237,0
9489,29,1,2,71,800,60,1,7,603,68,110,2207,0
9490,26,,1,47,300,120,0,,42,68,216,198,0
9491,20,0,1,7,300,0,0,,319,73,100,727,0
9492,25,0,1,56,100,0,1,43,599,68,100,323,0
9493,28,,1,44,100,30,1,,303,68,216,2150,0
9494,33,,2,60,700,0,1,,186,106,90,83,0
9495,28,,1,21,300,30,1,,66,68,62,1447,0
9496,22,0,1,5,600,0,1,,311,29,62,79,0
9497,40,1,2,54,500,0,0,43,273,68,100,1974,1
9498,57,1,2,15,700,0,0,7,278,29,216,1873,0
9499,20,1,1,14,400,0,1,,371,29,100,1801,0
9500,28,0,2,53,800,50,0,,1048,106,90,1892,0
9501,21,0,1,61,800,10,1,7,301,68,216,1348,0
9502,,,2,,,,1,,615,68,216,145,0
9503,57,0,2,9,400,0,1,7,238,66,110,2207,1
9504,,,1,,,,1,43,1545,23,81,1449,0
9505,21,0,1,1,300,10,1,7,554,29,100,201,0
9506,25,0,1,58,700,0,0,,611,68,100,845,0
9507,29,0,1,18,700,10,0,43,610,30,90,83,0
9508,30,0,2,61,800,0,1,,549,106,90,327,0
9509,27,0,2,62,800,150,1,,1040,9,90,2135,0
9510,49,1,2,43,100,0,1,7,415,73,62,1238,1
9511,,0,2,65,100,20,1,43,698,73,62,2272,0
9512,43,,1,19,700,0,1,,37,106,90,1610,1
9513,23,,1,21,100,230,1,1,83,99,90,327,0
9514,31,0,1,73,800,0,1,,1617,68,62,2084,0
9515,21,0,1,32,100,0,1,43,606,73,62,527,0
9516,23,0,1,77,800,0,1,,321,106,90,782,0
9517,19,0,2,13,400,0,1,43,719,73,62,931,0
9518,22,0,1,21,700,0,1,,771,106,216,85,0
9519,40,1,2,31,700,0,1,7,423,23,110,1226,0
9520,30,0,1,81,400,40,1,,314,68,62,1205,0
9521,43,,2,70,200,570,1,,232,68,62,258,
9522,29,0,2,6,400,0,1,43,666,30,90,298,0
9523,19,,2,40,800,0,1,,18,73,216,454,0
9524,26,1,2,5,100,0,0,7,386,29,100,2121,0
9525,21,0,1,42,500,230,0,,1140,23,100,1761,0
9526,19,,2,64,300,0,1,,377,68,216,454,0
9527,22,0,1,64,300,10,0,,305,106,90,83,0
9528,25,0,2,63,600,30,0,,733,106,90,782,0
9529,29,0,2,68,800,650,1,43,383,68,62,719,
9530,25,,1,66,300,10,1,7,345,106,90,83,0
9531,33,0,1,27,600,130,1,7,551,29,62,2036,0
9532,21,0,2,19,900,0,0,,644,58,90,1610,0
9533,,,2,,,,,,598,68,216,1704,0
9534,24,0,2,52,300,10,0,7,638,23,100,1403,0
9535,26,0,1,31,500,20,1,,681,30,100,1875,1
9536,24,,2,127,600,50,0,,357,68,216,1634,0
9537,49,0,2,61,500,0,0,,103,68,100,256,0
9538,66,1,2,67,200,0,1,7,545,68,110,1095,1
9539,25,0,2,64,100,0,1,43,631,106,90,1610,0
9540,31,0,1,71,800,20,1,43,329,68,62,1793,0
9541,50,0,2,66,600,0,1,,338,68,110,1058,0
9542,20,0,2,80,500,0,0,,393,106,90,1571,0
9543,24,,1,17,500,10,1,,72,74,216,1112,0
9544,37,0,2,67,600,0,0,43,1954,106,90,782,0
9545,64,0,2,80,800,0,1,,1782,106,90,782,0
9546,34,0,2,81,0,0,0,43,482,106,90,237,0
9547,32,0,1,72,600,170,1,7,289,68,216,1112,0
9548,21,,2,20,700,170,1,,628,106,90,298,0
9549,33,0,2,17,700,50,0,20,538,23,62,433,0
9550,34,1,2,24,500,0,1,7,528,74,62,2283,0
9551,23,0,1,80,200,0,1,7,197,73,216,1211,0
9552,32,0,2,77,300,0,1,,1458,68,100,1851,0
9553,35,,2,36,500,0,1,,450,29,216,1985,0
9554,21,,2,41,100,0,0,,213,68,62,82,0
9555,63,,1,50,100,0,1,,490,68,216,1562,0
9556,21,,2,80,900,0,1,,196,68,81,582,0
9557,24,0,2,81,900,0,1,7,361,106,90,782,0
9558,32,0,2,96,300,80,0,,532,68,216,659,0
9559,21,0,1,5,200,30,1,,615,23,62,1460,0
9560,24,0,2,59,900,10,0,43,1560,106,90,782,0
9561,22,0,2,55,700,240,0,,353,26,90,782,0
9562,37,0,2,49,400,0,1,12,676,73,100,1644,0
9563,30,,2,44,800,0,1,,397,26,90,772,0
9564,25,,1,46,700,0,1,,295,68,110,1741,0
9565,,,2,,,,1,,719,68,216,584,0
9566,,,2,,,,1,,1344,23,62,2278,0
9567,43,,2,60,600,70,1,,142,106,90,237,0
9568,23,0,1,66,600,180,1,,696,68,100,872,0
9569,27,0,2,94,100,0,1,43,660,106,90,2135,0
9570,68,,2,81,100,0,0,,286,9,90,2135,0
9571,21,0,2,12,400,40,1,,480,106,90,592,0
9572,21,,2,50,200,0,0,,247,106,90,1610,0
9573,69,1,1,7,100,0,1,,582,30,90,83,1
9574,26,,2,69,300,40,1,50,116,68,216,1473,0
9575,33,1,2,77,800,0,1,,291,68,100,150,0
9576,24,0,1,20,700,390,0,43,1538,26,90,782,0
9577,23,0,2,63,800,10,0,,585,106,90,1610,0
9578,31,,1,51,400,10,1,,345,106,90,1407,0
9579,,,1,,,,1,,674,68,62,931,0
9580,32,0,1,77,0,0,1,12,489,106,90,1892,0
9581,23,0,2,71,400,0,1,,1173,68,219,1220,0
9582,24,0,1,75,500,50,1,43,633,26,90,702,0
9583,51,1,2,12,300,0,0,43,604,87,100,1599,1
9584,30,0,1,24,300,10,0,,263,26,90,782,0
9585,,,1,,,,1,,639,68,216,198,0
9586,29,1,1,23,300,120,1,,120,106,90,2135,0
9587,18,1,2,40,800,0,0,,301,26,90,1610,0
